product_id,category,brand,base_price,launch_date,is_premium
510,Electronics,Brand_8,128.37,2022-04-04,1
511,Sports,Brand_18,121.26,2022-02-07,1
512,Fashion,Brand_10,30.34,2022-03-22,0
513,Grocery,Brand_8,17.48,2021-09-01,0
514,Fashion,Brand_78,71.96,2022-06-02,1
515,Electronics,Brand_69,81.58,2023-04-23,1
516,Electronics,Brand_19,97.64,2021-11-04,1
517,Fashion,Brand_52,78.75,2021-02-09,1
518,Fashion,Brand_85,58.37,2022-12-29,0
519,Home,Brand_49,60.09,2023-06-17,0
520,Grocery,Brand_82,19.79,2023-11-22,0
521,Sports,Brand_49,75.45,2022-06-15,1
522,Fashion,Brand_85,68.98,2022-11-11,1
523,Beauty,Brand_30,38.9,2022-03-07,0
524,Fashion,Brand_7,53.2,2023-04-18,0
525,Fashion,Brand_23,51.51,2023-04-28,0
526,Beauty,Brand_94,40.79,2023-12-28,0
527,Electronics,Brand_50,114.68,2021-02-14,1
528,Electronics,Brand_69,152.74,2022-04-10,1
529,Electronics,Brand_16,108.79,2022-02-17,1
530,Grocery,Brand_68,7.78,2021-12-18,0
531,Electronics,Brand_99,110.8,2022-07-23,1
532,Sports,Brand_62,104.76,2023-08-31,1
533,Home,Brand_94,94.16,2023-08-15,1
534,Electronics,Brand_100,151.23,2021-11-04,1
535,Home,Brand_28,104.51,2021-11-29,1
536,Beauty,Brand_27,27.85,2023-04-06,0
537,Home,Brand_41,56.06,2023-12-03,0
538,Sports,Brand_71,82.07,2023-08-11,1
539,Sports,Brand_62,44.87,2021-10-01,0
540,Fashion,Brand_40,21.29,2022-11-03,0
541,Beauty,Brand_50,38.14,2022-09-05,0
542,Electronics,Brand_98,57.44,2021-10-06,0
543,Electronics,Brand_30,112.03,2022-12-17,1
544,Electronics,Brand_41,78.58,2023-10-13,1
545,Fashion,Brand_75,67.55,2021-09-13,1
546,Grocery,Brand_8,14.39,2023-12-24,0
547,Electronics,Brand_12,199.24,2023-08-11,1
548,Home,Brand_49,91.07,2023-07-18,1
549,Grocery,Brand_12,26.12,2021-10-31,0
550,Electronics,Brand_77,208.06,2021-03-16,1
551,Sports,Brand_82,52.04,2021-06-07,0
552,Grocery,Brand_21,11.22,2023-11-15,0
553,Sports,Brand_55,91.28,2022-04-22,1
554,Electronics,Brand_91,97.97,2022-08-29,1
555,Grocery,Brand_41,18.06,2021-04-18,0
556,Home,Brand_9,97.69,2023-02-21,1
557,Fashion,Brand_76,60.39,2023-11-05,0
558,Electronics,Brand_70,146.29,2022-01-25,1
559,Electronics,Brand_3,79.22,2023-07-07,1
560,Electronics,Brand_50,133.59,2023-04-17,1
561,Sports,Brand_14,73.88,2022-09-24,1
562,Grocery,Brand_13,13.78,2021-11-16,0
563,Home,Brand_56,67.08,2022-10-03,1
564,Electronics,Brand_26,245.45,2022-03-25,1
565,Electronics,Brand_75,95.03,2022-01-29,1
566,Home,Brand_68,77.96,2022-07-17,1
567,Fashion,Brand_6,47.78,2022-05-16,0
568,Home,Brand_8,126.81,2023-03-02,1
569,Grocery,Brand_75,15.45,2021-07-13,0
570,Home,Brand_8,115.02,2021-01-13,1
571,Grocery,Brand_3,23.73,2023-03-25,0
572,Fashion,Brand_69,37.16,2023-03-08,0
573,Home,Brand_50,77.01,2022-09-03,1
574,Home,Brand_40,88.68,2021-10-31,1
575,Sports,Brand_60,87.05,2022-11-05,1
576,Beauty,Brand_46,24.65,2021-01-27,0
577,Electronics,Brand_6,113.4,2022-10-18,1
578,Sports,Brand_33,22.57,2023-05-04,0
579,Beauty,Brand_14,24.43,2023-12-22,0
580,Fashion,Brand_57,53.9,2023-11-26,0
581,Electronics,Brand_85,230.07,2021-04-06,1
582,Sports,Brand_44,46.35,2021-04-10,0
583,Sports,Brand_92,156.84,2021-10-10,1
584,Fashion,Brand_56,44.4,2021-12-12,0
585,Home,Brand_31,75.38,2023-03-11,1
586,Electronics,Brand_46,107.95,2022-10-01,1
587,Home,Brand_66,134.4,2022-12-17,1
588,Home,Brand_48,55.49,2022-09-09,0
589,Electronics,Brand_32,153.25,2023-08-05,1
590,Home,Brand_62,38.8,2022-09-17,0
591,Electronics,Brand_29,164.09,2021-08-25,1
592,Electronics,Brand_48,71.12,2023-03-09,1
593,Electronics,Brand_71,115.79,2021-11-23,1
594,Electronics,Brand_19,112.89,2022-11-10,1
595,Beauty,Brand_71,26.97,2022-12-03,0
596,Fashion,Brand_63,55.79,2021-05-14,0
597,Beauty,Brand_41,38.91,2022-07-05,0
598,Electronics,Brand_95,131.34,2021-08-24,1
599,Home,Brand_26,101.97,2023-01-05,1
600,Grocery,Brand_48,15.07,2021-07-09,0
601,Sports,Brand_72,34.58,2021-01-12,0
602,Home,Brand_65,81.5,2023-04-28,1
603,Electronics,Brand_72,76.66,2022-06-11,1
604,Grocery,Brand_97,8.96,2023-02-26,0
605,Fashion,Brand_45,53.64,2022-03-28,0
606,Home,Brand_32,158.02,2021-10-23,1
607,Home,Brand_95,106.13,2023-05-11,1
608,Electronics,Brand_11,61.25,2023-11-12,1
609,Electronics,Brand_19,78.41,2023-07-23,1
610,Home,Brand_24,46.2,2021-01-21,0
611,Sports,Brand_75,108.69,2022-02-01,1
612,Fashion,Brand_31,42.54,2022-06-12,0
613,Fashion,Brand_54,30.44,2023-04-25,0
614,Fashion,Brand_45,52.19,2022-04-15,0
615,Home,Brand_61,91.72,2022-09-09,1
616,Home,Brand_47,82.85,2022-05-27,1
617,Electronics,Brand_2,87.57,2022-05-20,1
618,Home,Brand_60,85.54,2023-11-17,1
619,Grocery,Brand_20,10.21,2023-11-25,0
620,Fashion,Brand_78,85.64,2023-08-14,1
621,Fashion,Brand_67,66.24,2021-11-23,1
622,Fashion,Brand_70,93.32,2021-08-22,1
623,Home,Brand_49,61.36,2022-10-13,1
624,Grocery,Brand_49,25.37,2022-07-04,0
625,Grocery,Brand_69,17.87,2023-01-14,0
626,Beauty,Brand_67,33.63,2021-11-27,0
627,Home,Brand_43,119.38,2021-06-15,1
628,Electronics,Brand_67,272.98,2021-05-26,1
629,Fashion,Brand_90,55.17,2021-09-01,0
630,Fashion,Brand_71,47.27,2021-01-14,0
631,Fashion,Brand_55,36.14,2022-10-28,0
632,Grocery,Brand_9,20.3,2021-09-06,0
633,Home,Brand_56,172.13,2023-12-04,1
634,Home,Brand_72,120.69,2022-05-13,1
635,Fashion,Brand_51,34.39,2021-11-06,0
636,Electronics,Brand_60,106.38,2022-05-04,1
637,Beauty,Brand_59,33.52,2022-05-16,0
638,Home,Brand_86,74.46,2021-05-27,1
639,Fashion,Brand_90,38.4,2023-08-27,0
640,Beauty,Brand_74,32.93,2021-03-29,0
641,Electronics,Brand_63,121.27,2021-01-25,1
642,Grocery,Brand_23,13.44,2021-06-27,0
643,Beauty,Brand_86,30.93,2023-12-27,0
644,Grocery,Brand_40,16.11,2021-05-03,0
645,Sports,Brand_36,132.72,2023-05-17,1
646,Home,Brand_92,121.91,2023-06-26,1
647,Sports,Brand_51,63.29,2022-07-21,1
648,Electronics,Brand_56,112.41,2023-12-08,1
649,Home,Brand_66,187.53,2022-01-15,1
650,Home,Brand_44,50.94,2022-08-15,0
651,Grocery,Brand_70,9.3,2021-08-24,0
652,Grocery,Brand_5,8.96,2023-11-01,0
653,Fashion,Brand_76,31.85,2023-08-05,0
654,Beauty,Brand_68,30.31,2021-12-10,0
655,Sports,Brand_22,100.79,2022-12-24,1
656,Grocery,Brand_99,16.31,2022-08-14,0
657,Grocery,Brand_68,5.11,2021-08-12,0
658,Fashion,Brand_18,62.28,2023-09-15,1
659,Grocery,Brand_7,5.73,2021-04-17,0
660,Home,Brand_57,41.05,2023-05-21,0
661,Electronics,Brand_87,116.06,2021-08-20,1
662,Electronics,Brand_67,125.75,2022-05-28,1
663,Home,Brand_67,88.49,2022-06-25,1
664,Beauty,Brand_32,42.75,2023-12-08,0
665,Grocery,Brand_63,24.86,2022-06-12,0
666,Home,Brand_51,139.74,2023-08-10,1
667,Grocery,Brand_80,12.46,2023-02-22,0
668,Electronics,Brand_7,133.48,2023-03-22,1
669,Electronics,Brand_75,100.67,2021-11-15,1
670,Home,Brand_3,85.74,2023-05-06,1
671,Electronics,Brand_68,99.27,2023-08-12,1
672,Grocery,Brand_66,21.58,2023-10-29,0
673,Electronics,Brand_82,155.04,2022-07-10,1
674,Beauty,Brand_49,30.09,2022-04-14,0
675,Fashion,Brand_89,100.28,2022-05-13,1
676,Grocery,Brand_23,12.55,2022-02-17,0
677,Fashion,Brand_100,25.06,2022-05-21,0
678,Home,Brand_83,59.85,2022-01-29,0
679,Sports,Brand_81,50.79,2023-01-19,0
680,Fashion,Brand_79,43.67,2023-07-10,0
681,Home,Brand_12,124.64,2021-05-11,1
682,Fashion,Brand_83,21.86,2021-04-07,0
683,Electronics,Brand_3,142.8,2023-02-17,1
684,Home,Brand_89,97.57,2021-09-02,1
685,Home,Brand_72,73.47,2023-03-01,1
686,Electronics,Brand_20,133.2,2023-10-23,1
687,Electronics,Brand_43,231.28,2022-02-27,1
688,Electronics,Brand_14,102.6,2021-02-18,1
689,Grocery,Brand_31,16.15,2021-09-14,0
690,Fashion,Brand_64,25.47,2023-04-23,0
691,Grocery,Brand_17,11.91,2021-06-01,0
692,Electronics,Brand_70,115.61,2022-10-12,1
693,Beauty,Brand_44,55.18,2021-01-03,0
694,Beauty,Brand_6,29.21,2022-03-12,0
695,Electronics,Brand_71,93.79,2021-07-14,1
696,Grocery,Brand_39,20.07,2023-12-08,0
697,Electronics,Brand_76,96.47,2023-10-19,1
698,Fashion,Brand_58,60.34,2022-06-18,0
699,Fashion,Brand_4,33.53,2022-10-30,0
700,Electronics,Brand_40,101.85,2022-05-27,1
701,Grocery,Brand_13,12.84,2022-07-04,0
702,Grocery,Brand_63,15.56,2022-06-20,0
703,Electronics,Brand_55,93.92,2021-12-02,1
704,Fashion,Brand_70,62.24,2022-11-21,1
705,Electronics,Brand_53,279.87,2021-02-14,1
706,Grocery,Brand_36,6.86,2021-03-21,0
707,Home,Brand_71,57.0,2022-09-20,0
708,Electronics,Brand_6,92.08,2023-05-16,1
709,Fashion,Brand_98,71.54,2023-09-05,1
710,Beauty,Brand_40,19.0,2022-04-21,0
711,Fashion,Brand_100,45.44,2021-08-14,0
712,Fashion,Brand_1,55.48,2021-10-25,0
713,Electronics,Brand_74,66.58,2021-06-30,1
714,Sports,Brand_35,47.82,2022-05-18,0
715,Grocery,Brand_8,16.28,2023-07-11,0
716,Beauty,Brand_7,34.28,2022-02-06,0
717,Fashion,Brand_93,89.93,2023-02-03,1
718,Grocery,Brand_79,11.95,2023-09-27,0
719,Grocery,Brand_1,16.23,2023-12-17,0
720,Fashion,Brand_83,51.79,2021-11-16,0
721,Home,Brand_57,36.51,2021-12-13,0
722,Fashion,Brand_74,45.88,2022-08-28,0
723,Electronics,Brand_32,67.04,2021-05-30,1
724,Home,Brand_53,83.16,2022-07-30,1
725,Fashion,Brand_1,40.75,2022-11-16,0
726,Electronics,Brand_28,171.12,2022-02-13,1
727,Electronics,Brand_2,202.15,2023-11-28,1
728,Grocery,Brand_65,18.71,2023-06-14,0
729,Home,Brand_5,117.38,2023-12-03,1
730,Electronics,Brand_56,377.64,2023-09-28,1
731,Beauty,Brand_7,42.72,2022-04-19,0
732,Home,Brand_34,128.28,2021-11-16,1
733,Electronics,Brand_51,145.73,2022-02-18,1
734,Beauty,Brand_43,37.35,2022-06-05,0
735,Beauty,Brand_84,23.6,2023-06-26,0
736,Beauty,Brand_50,10.13,2023-12-27,0
737,Electronics,Brand_16,152.54,2022-02-12,1
738,Electronics,Brand_90,178.42,2022-10-01,1
739,Electronics,Brand_76,169.79,2021-06-25,1
740,Electronics,Brand_14,160.83,2023-04-06,1
741,Grocery,Brand_93,17.14,2023-09-03,0
742,Fashion,Brand_68,35.42,2022-04-21,0
743,Home,Brand_97,81.51,2023-08-14,1
744,Grocery,Brand_77,14.2,2022-04-17,0
745,Grocery,Brand_36,16.35,2021-07-30,0
746,Grocery,Brand_76,15.34,2023-03-22,0
747,Fashion,Brand_86,41.36,2021-02-14,0
748,Electronics,Brand_94,93.24,2021-03-08,1
749,Sports,Brand_34,48.57,2022-12-26,0
750,Electronics,Brand_89,112.26,2023-08-25,1
751,Fashion,Brand_3,21.78,2023-04-20,0
752,Fashion,Brand_17,48.1,2023-10-13,0
753,Fashion,Brand_1,81.2,2023-06-24,1
754,Fashion,Brand_9,61.6,2021-10-04,1
755,Fashion,Brand_17,40.1,2021-08-29,0
756,Home,Brand_6,126.36,2021-12-24,1
757,Home,Brand_27,85.41,2022-09-17,1
758,Grocery,Brand_60,8.77,2021-06-12,0
759,Beauty,Brand_57,33.04,2021-08-04,0
760,Home,Brand_64,101.23,2021-08-16,1
761,Home,Brand_69,178.76,2023-05-08,1
762,Home,Brand_28,49.48,2023-07-29,0
763,Home,Brand_19,69.28,2022-04-27,1
764,Grocery,Brand_45,18.23,2022-05-23,0
765,Grocery,Brand_7,17.89,2021-11-21,0
766,Grocery,Brand_7,23.57,2022-08-05,0
767,Electronics,Brand_30,81.64,2021-02-07,1
768,Home,Brand_58,61.26,2021-01-06,1
769,Electronics,Brand_69,149.38,2021-01-14,1
770,Sports,Brand_28,89.2,2022-05-18,1
771,Electronics,Brand_25,136.01,2022-08-05,1
772,Grocery,Brand_81,19.91,2022-12-15,0
773,Sports,Brand_34,60.0,2022-10-01,0
774,Electronics,Brand_39,95.09,2022-02-06,1
775,Grocery,Brand_27,46.55,2021-11-08,0
776,Beauty,Brand_9,8.9,2023-03-31,0
777,Home,Brand_36,73.46,2022-05-28,1
778,Beauty,Brand_63,17.95,2022-07-27,0
779,Grocery,Brand_86,13.62,2023-12-10,0
780,Fashion,Brand_23,59.35,2023-08-14,0
781,Home,Brand_33,121.76,2022-05-29,1
782,Fashion,Brand_96,86.73,2023-07-18,1
783,Electronics,Brand_52,41.66,2022-05-29,0
784,Electronics,Brand_92,188.05,2021-06-21,1
785,Sports,Brand_93,138.25,2021-02-16,1
786,Home,Brand_50,48.12,2021-01-25,0
787,Grocery,Brand_32,12.89,2023-12-29,0
788,Home,Brand_91,57.03,2023-02-09,0
789,Fashion,Brand_23,16.11,2021-10-09,0
790,Electronics,Brand_93,144.12,2023-03-24,1
791,Electronics,Brand_38,130.65,2022-02-05,1
792,Grocery,Brand_68,23.03,2022-06-26,0
793,Fashion,Brand_49,61.05,2022-05-24,0
794,Home,Brand_39,177.74,2022-04-21,1
795,Home,Brand_100,47.09,2021-02-21,0
796,Home,Brand_78,118.92,2022-05-25,1
797,Grocery,Brand_88,9.26,2021-01-18,0
798,Electronics,Brand_20,110.28,2023-08-15,1
799,Fashion,Brand_73,49.56,2022-09-16,0
800,Electronics,Brand_70,137.87,2021-04-16,1
801,Fashion,Brand_19,70.51,2023-02-18,1
802,Grocery,Brand_82,17.75,2021-01-03,0
803,Home,Brand_75,143.1,2021-09-14,1
804,Sports,Brand_60,39.07,2022-05-05,0
805,Home,Brand_20,118.65,2021-04-10,1
806,Home,Brand_63,55.65,2021-01-01,0
807,Home,Brand_14,55.97,2021-05-22,0
808,Fashion,Brand_74,40.83,2021-11-29,0
809,Fashion,Brand_52,73.88,2022-06-19,1
810,Electronics,Brand_92,79.71,2022-01-16,1
811,Electronics,Brand_78,84.07,2022-05-15,1
812,Electronics,Brand_59,152.48,2023-07-09,1
813,Grocery,Brand_49,12.01,2023-03-30,0
814,Fashion,Brand_62,27.33,2023-03-13,0
815,Sports,Brand_67,71.75,2022-01-23,1
816,Fashion,Brand_15,62.36,2021-08-13,1
817,Home,Brand_81,93.71,2023-02-12,1
818,Electronics,Brand_25,120.73,2021-01-24,1
819,Electronics,Brand_90,131.67,2021-10-03,1
820,Sports,Brand_78,83.39,2021-05-10,1
821,Home,Brand_56,66.39,2023-10-14,1
822,Home,Brand_31,75.56,2022-11-06,1
823,Beauty,Brand_39,61.85,2022-08-29,1
824,Electronics,Brand_1,152.18,2023-02-27,1
825,Home,Brand_82,81.46,2021-04-02,1
826,Electronics,Brand_88,158.59,2021-06-23,1
827,Sports,Brand_1,58.11,2022-12-31,0
828,Grocery,Brand_47,20.84,2021-10-30,0
829,Electronics,Brand_47,114.87,2023-10-31,1
830,Electronics,Brand_80,242.9,2023-11-13,1
831,Home,Brand_79,64.43,2021-06-23,1
832,Home,Brand_88,77.8,2022-04-17,1
833,Beauty,Brand_12,35.27,2022-04-19,0
834,Home,Brand_31,78.7,2022-12-06,1
835,Home,Brand_61,76.74,2023-10-15,1
836,Fashion,Brand_46,170.42,2022-05-02,1
837,Home,Brand_41,101.06,2021-12-04,1
838,Fashion,Brand_95,52.69,2022-01-15,0
839,Home,Brand_73,70.23,2022-04-11,1
840,Electronics,Brand_41,102.79,2022-06-16,1
841,Fashion,Brand_40,44.12,2023-01-13,0
842,Electronics,Brand_24,90.63,2021-12-29,1
843,Grocery,Brand_27,13.12,2023-01-24,0
844,Fashion,Brand_6,36.42,2022-04-24,0
845,Fashion,Brand_84,53.2,2021-06-11,0
846,Fashion,Brand_44,65.23,2021-11-13,1
847,Beauty,Brand_89,45.84,2023-03-25,0
848,Home,Brand_80,75.69,2023-02-04,1
849,Grocery,Brand_19,11.42,2021-02-02,0
850,Home,Brand_42,90.17,2023-02-07,1
851,Electronics,Brand_85,159.39,2022-07-10,1
852,Fashion,Brand_37,32.31,2021-07-05,0
853,Electronics,Brand_94,146.42,2021-03-17,1
854,Beauty,Brand_68,54.12,2021-01-01,0
855,Fashion,Brand_4,67.44,2021-05-12,1
856,Grocery,Brand_46,16.89,2023-02-16,0
857,Electronics,Brand_9,185.19,2022-05-02,1
858,Beauty,Brand_91,21.46,2021-06-07,0
859,Electronics,Brand_28,111.08,2021-02-15,1
860,Home,Brand_54,136.61,2023-02-24,1
861,Fashion,Brand_32,44.34,2023-05-12,0
862,Home,Brand_33,138.9,2022-01-15,1
863,Fashion,Brand_29,29.28,2021-01-11,0
864,Electronics,Brand_83,58.5,2023-11-15,0
865,Beauty,Brand_30,51.76,2022-07-26,0
866,Grocery,Brand_90,12.5,2021-03-09,0
867,Sports,Brand_48,54.04,2023-01-02,0
868,Sports,Brand_32,72.18,2022-06-20,1
869,Electronics,Brand_55,146.36,2022-10-11,1
870,Grocery,Brand_47,29.64,2021-11-20,0
871,Electronics,Brand_22,104.15,2021-08-13,1
872,Home,Brand_54,97.95,2022-06-09,1
873,Grocery,Brand_55,20.2,2022-09-05,0
874,Electronics,Brand_21,164.4,2023-09-23,1
875,Electronics,Brand_27,115.37,2023-10-31,1
876,Home,Brand_62,234.84,2022-08-15,1
877,Grocery,Brand_42,8.44,2022-12-29,0
878,Grocery,Brand_54,22.09,2023-07-05,0
879,Home,Brand_12,45.12,2023-04-13,0
880,Fashion,Brand_25,63.83,2023-07-03,1
881,Electronics,Brand_1,178.36,2021-07-30,1
882,Fashion,Brand_92,78.16,2022-07-20,1
883,Grocery,Brand_43,7.76,2022-08-05,0
884,Grocery,Brand_72,12.2,2021-09-22,0
885,Home,Brand_10,116.65,2023-12-15,1
886,Fashion,Brand_51,25.17,2022-06-03,0
887,Beauty,Brand_55,28.0,2022-07-07,0
888,Beauty,Brand_2,18.04,2021-05-26,0
889,Electronics,Brand_84,112.29,2023-11-22,1
890,Electronics,Brand_66,103.59,2023-11-29,1
891,Electronics,Brand_70,94.7,2023-05-31,1
892,Home,Brand_11,58.77,2021-02-10,0
893,Home,Brand_86,60.53,2023-01-04,0
894,Fashion,Brand_30,84.37,2022-01-01,1
895,Grocery,Brand_8,7.65,2023-10-06,0
896,Fashion,Brand_84,64.11,2023-05-15,1
897,Fashion,Brand_42,50.23,2021-05-17,0
898,Fashion,Brand_72,34.84,2022-03-10,0
899,Electronics,Brand_65,176.65,2022-12-28,1
900,Electronics,Brand_63,106.95,2022-02-13,1
901,Sports,Brand_57,80.9,2022-04-23,1
902,Electronics,Brand_65,196.95,2023-11-16,1
903,Home,Brand_61,66.52,2021-06-26,1
904,Fashion,Brand_90,44.3,2023-02-10,0
905,Fashion,Brand_7,87.67,2022-05-22,1
906,Home,Brand_23,66.31,2021-11-09,1
907,Beauty,Brand_33,28.26,2022-01-23,0
908,Electronics,Brand_35,139.16,2021-03-04,1
909,Grocery,Brand_82,19.95,2022-03-29,0
910,Electronics,Brand_16,107.98,2022-10-02,1
911,Fashion,Brand_10,53.4,2023-05-21,0
912,Electronics,Brand_70,166.6,2022-04-13,1
913,Grocery,Brand_27,14.05,2022-04-19,0
914,Fashion,Brand_38,45.87,2023-04-19,0
915,Fashion,Brand_48,52.26,2022-09-24,0
916,Fashion,Brand_73,44.49,2022-07-17,0
917,Home,Brand_5,85.92,2021-10-23,1
918,Fashion,Brand_7,23.03,2023-01-05,0
919,Home,Brand_15,195.76,2021-12-08,1
920,Beauty,Brand_64,36.58,2022-01-24,0
921,Beauty,Brand_60,38.31,2022-02-16,0
922,Electronics,Brand_99,140.06,2023-01-11,1
923,Fashion,Brand_93,58.4,2021-05-14,0
924,Fashion,Brand_28,40.17,2023-10-24,0
925,Grocery,Brand_47,17.06,2021-12-31,0
926,Grocery,Brand_1,14.28,2022-02-08,0
927,Grocery,Brand_38,13.9,2021-10-16,0
928,Electronics,Brand_17,76.14,2022-09-25,1
929,Electronics,Brand_24,90.2,2023-12-10,1
930,Grocery,Brand_14,8.97,2023-03-14,0
931,Fashion,Brand_23,58.08,2023-03-10,0
932,Fashion,Brand_76,103.79,2021-09-25,1
933,Electronics,Brand_34,184.09,2023-02-17,1
934,Home,Brand_78,41.65,2022-06-25,0
935,Sports,Brand_78,81.87,2023-12-09,1
936,Sports,Brand_25,77.69,2022-11-02,1
937,Home,Brand_11,122.5,2021-08-17,1
938,Fashion,Brand_75,52.88,2021-06-02,0
939,Electronics,Brand_98,58.86,2023-02-24,0
940,Grocery,Brand_67,11.93,2023-05-19,0
941,Sports,Brand_51,131.96,2021-07-04,1
942,Home,Brand_67,67.67,2022-08-29,1
943,Sports,Brand_13,78.46,2022-03-14,1
944,Beauty,Brand_3,20.95,2023-03-08,0
945,Sports,Brand_27,78.06,2022-12-21,1
946,Electronics,Brand_39,175.92,2021-04-14,1
947,Electronics,Brand_23,112.39,2021-10-20,1
948,Sports,Brand_34,139.69,2023-03-30,1
949,Fashion,Brand_17,35.8,2021-02-06,0
950,Fashion,Brand_68,32.46,2023-08-04,0
951,Beauty,Brand_72,36.06,2021-03-05,0
952,Sports,Brand_19,84.92,2021-03-14,1
953,Grocery,Brand_66,13.7,2023-02-10,0
954,Sports,Brand_26,82.88,2021-04-18,1
955,Grocery,Brand_4,13.06,2023-11-27,0
956,Electronics,Brand_62,173.07,2021-04-06,1
957,Grocery,Brand_42,15.41,2023-02-21,0
958,Electronics,Brand_10,96.37,2022-12-05,1
959,Electronics,Brand_46,145.57,2021-11-20,1
960,Home,Brand_54,111.77,2021-11-13,1
961,Home,Brand_67,31.44,2021-09-28,0
962,Fashion,Brand_87,29.08,2022-09-28,0
963,Electronics,Brand_51,61.2,2022-07-01,0
964,Home,Brand_1,66.35,2023-10-17,1
965,Home,Brand_11,104.54,2023-08-07,1
966,Fashion,Brand_1,71.93,2022-04-02,1
967,Beauty,Brand_12,25.75,2022-12-30,0
968,Electronics,Brand_77,151.4,2022-11-07,1
969,Fashion,Brand_36,42.68,2022-03-10,0
970,Electronics,Brand_4,88.29,2021-11-30,1
971,Electronics,Brand_78,202.56,2022-03-12,1
972,Home,Brand_34,60.71,2022-12-14,0
973,Electronics,Brand_49,196.26,2023-03-03,1
974,Sports,Brand_54,101.55,2021-05-02,1
975,Sports,Brand_80,77.56,2022-05-15,1
976,Fashion,Brand_56,82.29,2022-05-08,1
977,Fashion,Brand_44,42.76,2023-03-17,0
978,Fashion,Brand_21,38.91,2022-01-15,0
979,Sports,Brand_29,74.99,2021-11-30,1
980,Beauty,Brand_15,86.36,2023-01-18,1
981,Beauty,Brand_11,18.5,2023-12-07,0
982,Grocery,Brand_25,25.29,2022-04-20,0
983,Grocery,Brand_54,20.4,2022-04-10,0
984,Sports,Brand_2,56.13,2023-01-26,0
985,Electronics,Brand_31,183.56,2023-04-22,1
986,Grocery,Brand_58,46.89,2022-04-10,0
987,Electronics,Brand_24,100.31,2022-01-31,1
988,Fashion,Brand_21,67.41,2022-08-14,1
989,Fashion,Brand_61,69.16,2023-07-29,1
990,Sports,Brand_96,54.26,2021-03-07,0
991,Fashion,Brand_61,30.96,2022-03-20,0
992,Fashion,Brand_41,59.84,2023-10-04,0
993,Home,Brand_43,49.0,2023-11-25,0
994,Fashion,Brand_82,101.19,2023-10-21,1
995,Fashion,Brand_39,33.56,2022-03-02,0
996,Home,Brand_71,92.0,2021-02-14,1
997,Sports,Brand_35,77.46,2022-06-23,1
998,Sports,Brand_26,74.68,2021-10-03,1
999,Home,Brand_11,117.3,2022-02-16,1
1000,Beauty,Brand_21,29.68,2021-04-09,0
1001,Electronics,Brand_35,60.79,2023-11-24,0
1002,Home,Brand_8,87.78,2023-04-30,1
1003,Beauty,Brand_78,20.94,2023-01-14,0
1004,Home,Brand_10,49.93,2021-08-31,0
1005,Grocery,Brand_72,14.81,2021-12-22,0
1006,Electronics,Brand_55,131.33,2023-08-31,1
1007,Electronics,Brand_77,228.26,2023-11-16,1
1008,Fashion,Brand_37,46.5,2022-06-10,0
1009,Grocery,Brand_99,7.82,2023-06-30,0
1010,Fashion,Brand_73,77.78,2022-12-23,1
1011,Electronics,Brand_53,69.3,2022-12-10,1
1012,Fashion,Brand_69,85.52,2021-12-07,1
1013,Sports,Brand_81,98.23,2023-04-23,1
